movieId,bag_of_words
112580,"angriest,man,brooklyn,comedy,drama,philaldenrobinson,robinwilliams,milakunis,peterdinklage,melissaleo,newyorkciti,riverhudson,remak,nyc,lifeaffirm,robinwilliam,doctor,darkcomedi,terminill,brooklyn,anger,brooklynbridg"
112623,"dawn,planet,ape,sci-fi,mattreeves,garyoldman,kerirussell,andyserkis,kodismit-mcphee,forest,leader,medicresearch,monkey,plagu,scientist,wood,unbeliev,w,specialeffect,coloni,kindapredictstorylin,sad,relationship,lionkingcharact,predict,ape,distopia,cinematographi,animattack,dystopia,misunderstand,apocalypt,postapocalypt,scifi,3d,genet,sequel,unrealist,viru,cgi,talkanim,ape,imdbtop250,kerirussel,socialcommentari,speakinganim,realist,action,mattreev,andiserki,emot"
112727,"deliv,us,evil,crime,horror,thriller,scottderrickson,ericbana,oliviamunn,chriscoy,iraqveteran,latin,lion,neonoir,occult,cheapscare,possess,securvideo,zoo,detect,policinvestig,demonpossess,shakicam,confess,demon,exorc,horror,paranorm,priest,possess,famili,basement,bibl,cathol,cave,cop"
112749,"goe,comedy,drama,romance,robreiner,michaeldouglas,dianekeaton,sterlingjerins,annieparisse,estrang,wealthi,neighbor,elderli,iron,oldercoupl,michaeldougla,diankeaton,secondchanc"
112788,"sex,tape,comedy,jakekasdan,jasonsegel,camerondiaz,robcorddry,elliekemper,comedi,drug,productplacementoverkil,funni,sex,sextape,stupid,marriag,internet,famili,jasonsegel,camerondiaz,relationship"
112804,"origin,drama,sci-fi,mikecahill,michaelpitt,stevenyeun,britmarling,drama,aftercreditsting,aftercreditscene,suddendeath,soul,faith,masturb,badscript,badexecut,baddialogu,accidentdeath,sappi,molecularbiolog,alfrsloanfeaturfilmprize,scifi,spiritu,espiritu,moltavorrida,encarn,volcanoeye,brooklyn,buddhism,mystic,britmarl,romanc,romant,sexi,molecularbiologist,usa,biotech,complicrelationship,scienc,scientifdiscoveri,tragedi,twist,absurd,poorliexecut,weakscenario,meanlife,antisci,interestpremis,believ,antiscientif,independfilm,doctor,watchcredit,sciencfiction,soul,india,goodact,religion,reincarn,nudititopless,eye,philosophi"
112818,"purg,anarchi,action,horror,thriller,jamesdemonaco,frankgrillo,carmenejogo,zachgilford,kielesanchez,maskman,motorcycl,murder,oneday,psychopath,surviv,sniper,survivhorror,patriot,fictionworld,machet,reveng,gatlgun,bu,jamedemonaco,assaultrifl,apart,violenc,socialcommentari,sequel,satir,politcommentari,death,dystopia,classism,classdiffer"
112852,"guardian,galaxi,action,adventure,sci-fi,jamesgunn,chrispratt,vindiesel,bradleycooper,zoesaldana,long,sexism,rewatchworthi,whack,charact,heterosexu,selfawar,specialeffect,stori,chauvin,packaction,costum,music,interest,jamegunn,comic,poorplot,shallow,groot,franchis,watchcredit,productplacement,imdbtop250,action,modern,karengillan,whorephobia,imaxdmr3d,72filmaffin,deriv,imaxdigit,dimension2d3d,interest,funtime,kidadult?,5hansolo,own,flatcharact,formula,quest,antihero,ost,weakscenario,superhero,mine,bluray3d,superhero,siblrivalri,ronanaccus,mcu,infinstone,guardiangalaxi,despuesdewintersoldi,womenrefriger,spaceship,romp,orphan,spaceopera,spaceadventur,sciencfiction,overr,superhero,marvel,humor,childish,unlikhero,surreal,space,scifi,friendship,fantasi,violent,teamwork,josswhedon,outerspace,underdevelopcharact,greatvisual,adventur,vindiesel,marvelcinematunivers,greatsoundtrack,allstarcast,talkanim,comicbook,alien,raccoon,marvelcinematunivers,duringcreditssting,basecomic,aftercreditssting,adventur,irrever,weakvillain,charactindividugoal,thief,starlord,chripratt,movielentoppick,cyborg,davebautista,superheroteam,funni,action,greatcharact,galaxi,fun,chripratt,vastpotenti,toplist14,spacescifi,zoesaldana,marvel,groot"
112868,"signal,sci-fi,thriller,williameubank,brentonthwaites,oliviacooke,beauknapp,laurencefishburne,secretlaboratori,area51,superpower,supernaturpower,tens,bionic,unpredict,fightscene,nerd,robot,sfx,roadtrip,poorwrite,independfilm,predict,interestconcept,alien,cinematographi,convolut,hacker,goodwatch,stupidend,cybernet,annoyteen,hacker,lawrencfishburn,atmospher,experi,twistend"
112897,"expendables,3,action,adventure,patrickhughes,sylvesterstallone,jasonstatham,jetli,antoniobanderas,sledgehamm,franchis,ensemblcast,jasonstatham,imaxdigit,imaxdmr,patrickhugh,badsequel,action,extrem,mercenari,funni,revolv,melgibson,moltcriticada,rescumission,stori,cia,sequel,actionpack,hospit,arnoldschwarzenegg,campi,nostalg,sylveststallon,antoniobandera,kellanlutz,melgibson,pg13,rondarousey,armdealer,battl,highbodicount"
112911,"hercul,action,adventure,brettratner,dwaynejohnson,johnhurt,ianmcshane,josephfiennes,hercul,mercenari,sagen,warrior,dimension2d3d,interestconcept,imaxdigit,imaxdmr3d,greekmytholog,battl,violenc,malegaze,decepttrailer,anachronistdialogu,predict,baddialogu,badact,dwaynjohnson,action,ancientgreec"
112940,"want,man,thriller,antoncorbijn,philipseymourhoffman,rachelmcadams,robinwright,tortur,thriller,ninahoss,rachelmcadam,moralgrey,lentissima,antoncorbijn,slow,whitecollarcrime,seen2017,terror,moltavorrida,surveil,polit,muslim,terror,superdri,contemporari,secur,rivalri,counterespionag,espionag,philipseymourhoffman,spi,immigr,intellig,counterintellig"
113159,"life,after,beth,comedy,horror,romance,jeffbaena,aubreyplaza,danedehaan,johnc.reilly,mollyshannon,jeffbaena,zombi,romanc,a24,zombi,directoridebut,comeagetale"
113186,"feloni,thriller,matthewsaville,joeledgerton,jaicourtney,tomwilkinson,marksimpson,polic,australian,prospectprefer,hitandrun,coverup,australian,australia,accid,dirticop"
113207,"get,drama,musical,tatetaylor,chadwickboseman,nelsanellis,danaykroyd,violadavis,tatetaylor,greatsoundtrack,jamebrown,africanamerican,1970s,1950,sad,rhythmblues,1980,music,long,jamebrown,depress,blackcultur,biographi,africanamerican,musician"
113225,"magic,moonlight,comedy,drama,romance,woodyallen,colinfirth,emmastone,marciagayharden,hamishlinklater,simpl,desepitjordenwoodiallen,insufr,moltavorrida,previs,/b/,nietzsch,plottwist,godded,comedi,romanc,colinfirth,spiritu,emmastone,woodiallen,colinfirth,emmastone,magic,cute,atheism,provenc,spiritualist,philosoph,skeptic,aunt"
113252,"housebound,comedy,horror,thriller,gerardjohnstone,morganao'reilly,rimatewiata,glen-paulwaru,rossharper,robinsonad,twistend,violenc,visualappeal,friendship,haunthous,horrorcomedi,junki,basement,housarrest,explodhead,fatherinlaw,gardenshear,homedetent,paranorm,mysteri,securguard,superstit,gori,crimin,dentur,nuditi,secret,mentalinstitut,darkcomedi,murder,twist,comedi,directorgerardjohnston,haunt,horror,newzealand,rimatewiata,scari,haunthous,childhood,writergerardjohnston,horrorcomedi,ghost,gerardjohnston,housarrest,famili,drug,creepineighbor,funni"
113275,"hundredfoot,journey,comedy,drama,helenmirren,ompuri,manishdayal,charlottelebon,basenovelbook,helenmirren,inspir,india,indianfood,restaur,famili,nofagan,indianlead,indifood,romant,starcrosslover,seen2017,romantcomedi,restrauntwar,franc,cloy,sweet,crossculturromanc,franc,ragrich,cook,food,absurd,underdog,childish,gourmet,lightheart,michelin,narcissist,nuanc,polit,pretenti,exagger"
113278,"batman,assault,arkham,action,animation,crime,thriller,kevinconroy,nealmcdonough,hyndenwalch,matthewgraygubler,joker,jayoliva,ethanspauld,suicidsquad,adultanim,harleyquinn,spin,superhero,dccomic,basecomic,comic,batman"
113280,"white,frog,drama,quentinlee,booboostewart,harryshumjr.,joanchen,bdwong,lgbt,gay,autism,asperg,lossloveone,kidfamili"
113313,"den,horror,thriller,zacharydonohue,melaniepapalia,davidschlachtenhaufen,adamshapiro,annamargarethollyman,twistend,univers,webcam,darkweb,deepweb,hack,thesi,kidnap,onlinchat,polic,suspens,tortur,invasprivaci,studi,privaci,socialmedia,stalker,unbeliev,american,california,camera,chatroom,realistfoundfootag,hiddencamera,horror,internet,satir,foundfootag"
113345,"jupit,ascend,action,adventure,sci-fi,channingtatum,milakunis,eddieredmayne,seanbean,bilbao,lanawachowski,deuexmachina,andiwachowski,love,script,incoher,fairitale,childish,famili,goodvsevil,stupid,long,mine,russian,specialeffect,moltcriticada,bluray,sameplottwice?realli?,worstmoviever,war,wastpotenti,visualpleas,dull,jupit,womandirector,milakuni,trandirector,industri,interspeciromanc,action,badact,jupit,delightaw,determin,dynasti,eddiredmayn,lilliwachowski,oligarchi,productdesign,royalti,sciencfiction,costumdesign,wachowski,spaceopera,3d,damseldistress,disappoint,betterexpect,scifi,space,spaceship,awscript,antirightw,obviou,dialogu"
113348,"teenag,mutant,ninja,turtl,action,adventure,comedy,jonathanliebesman,meganfox,willarnett,williamfichtner,noelfisher,superhero,newstori,audiencintelligunderestim,badscript,cgi,charact,imaxdmr3d,childish,actionscene,plothole,silli,tnmt,blew,disapoint,wishmovididntexist,fun,dimension2d3d,imaxdigit,superheroteam,pooraction,meganfox,terrorist,action,report,cgitimelaps,robotsamurai,3d,basecomic,experi,hero,martialart,mutat,newyorkciti,dumbplot,reboot,sewer,superhero,turtl,van,vigilant,comicbook,talkanim,creppi,ninja"
113350,"ill,follow,drama,mystery,sci-fi,richiemehta,johnpaulruttan,rufussewell,gilliananderson,kiaraglasco,undo,timetravel,famili,romanc"
113374,"old,ladi,pigeon,la,vieill,dame,et,le,pigeon,animation,comedy,sylvainchomet,jamespidgeon,michouesylvain,andreausher-jones,poverti,surreal,sylvainchomet,french,polic,graphic,short,cartoon,pari,pigeon,anim,bird,franc,darkhumor,macabr,comstum"
113378,"giver,drama,sci-fi,phillipnoyce,brentonthwaites,jeffbridges,merylstreep,taylorswift,dystopia,memori,newlove,teenag,town,babikill,futur,futuristtechnolog,taylorswift,color,badplot,mine,emot,rebellion,southafrica,teenromanc,stupidteenagsdystopia,color,clichplot,bluray,blackwhite,alternworld,baseyoungadultnovel,artist,cash,plotmakesens,dystopianfutur,utopia,badstori,bore,horriblact,plothole,cerebr,jeffbridg,merylstreep,utopiansocieti,emot,sentiment,human,illog,basebook"
113394,"pretti,one,comedy,drama,zoekazan,jakejohnson,ronlivingston,johncarrolllynch,amnesia,trafficaccid,fakeident,twin,womandirector,impostor,doubllife,romcom,sibl,zoekazan"
113416,"reveng,green,dragon,action,crime,drama,justinchon,kevinwu,harryshumjr.,rayliotta,a24"
113453,"let,cop,comedy,crime,lukegreenfield,jakejohnson,damonwayansjr.,robriggle,ninadobrev,corrupt,jakejohnson,loangel,karaok,filmatlanta,buddimovi,lukegreenfield,nofagan,stori,overact,jamedarci,usa,robberi,usa,parti,flashback,impersonpolicoffic,investig,polic,loangel,kidnap,malefriendship,mobster,murder,nightclub,lie"
113532,"inbetweeners,2,comedy,simonbird,jamesbuckley,blakeharrison,joethomas,love,comedi,british,travel,iainmorri,humor,vacat,holiday,basetvshow,australia,damonbeesley"
113565,"sacrament,horror,thriller,tiwest,joeswanberg,ajbowen,kentuckeraudley,amyseimetz,basetruestori,journalist,massmurder,suicid,cultleader,interview,poison,massacr,journal,suspens,thriller,lethalinject,helicopt,jonestown,drama,cult,intens,jawdrop,religicult,fakedocumentari,foundfootag,horror,christian,brainwash,charismatleader,closecommun,commun,bornagain"
113573,"sin,citi,dame,kill,action,crime,thriller,mickeyrourke,jessicaalba,joshbrolin,josephgordon-levitt,darkhorscomic,detect,dominatrix,dystopia,murder,twin,suspens,crime,sequel,multiplstorylin,blackwhite,nar,dialogu,brucewilli,rosariodawson,basegraphicnovel,monologue,3d,manicolorhighlight,top,darkhumor,filmnoir,neonoir,violenc,evagreen,frankmiller,grim,climax,styliz,btaeg,femmfatal,dark,comicbook,greatphotograpi,jessicaalba,nudititopless,robertrodriguez"
113604,"stay,drama,r.j.cutler,mireilleenos,jamieblackley,joshualeonard,teenag,drama,touch,death,music,lifedeath,crude,fowllanguag,teenaggirl,death,blasphem,teendrama,touch,musician,drama,bodiexperi,love,romanc,chloegracemoretz,loss,greatsoundtack,baseyoungadultnovel,caraccid,coma,sad"
113705,"two,day,one,night,deux,jour,une,nuit,drama,marioncotillard,fabriziorongione,baptistesornin,lucdardenn,jeanpierrdardenne,2015,xanax,unemploy,suicidattempt,injustic,familiaffair,employemployerelationship,depress,economcrisi,bonu,belgium,bittersweet,academiawardnominee,union,marioncotillard,greed,belgian,criterion"
113741,"coher,drama,mystery,sci-fi,thriller,jameswardbyrkit,emilybaldoni,maurysterling,nicholasbrendon,elizabethgracen,wastpremis,lukewarm,bore,baddialogu,galaxi,couldntsleepafterwatch,ketamin,poweroutag,parallelworld,onelocatmovi,glowstick,introspect,dinnerparti,quantumphysic,intrigu,freak,smart,shakicam,jamewardbyrkit,twistend,emilibaldoni,incomprehens,loangel,conceptuscifi,directorwatch,blasphem,crude,foullanguag,nicholabrendon,candl,scienc,brokencellphon,scifi,alterego,alternrealiti,lowbudgetscifi,psychothril,mysteri,plottwist,mindbend,multivers,parallelunivers,psycholog,seen2017,tens,soundtrack,thoughtscifi,intellig,pseudosci,idiot,twist,cloister,plot,paranoia,night,friendship,ensemblcast,thirtysometh,comet,american,alternunivers,drama,mindfuck"
113780,"abov,horror,thriller,johnerickdowdle,perditaweeks,benfeldman,edwinhodge,marisue,archaeologist,femalarcheologist,lossloveone,lovecraftian,subjectcamera,scientist,treasur,shakicamera,handheldcamera,cerebr,philosophsstone,underground,pari,tens,tombraider,horror,archeolog,catacomb,claustrophob,devil,cave,franc,hell,pari,perditaweek,sin,foundfootag"
113829,"one,love,comedy,drama,romance,charliemcdowell,markduplass,elisabethmoss,teddanson,kianacason,onelocatmovi,escap,feel,help,retreat,truelove,weekend,fagane,weird,o18,v18,therapist,dilemma,discoveri,goodbesidend,confus,relationshiptherapi,marriag,markduplass,charlimcdowel,etaeg,magicrealism,relationship,bittersweet,bitterend,alternrealiti,coupl"
113849,"headshot,crime,drama,thriller,pen-ekratanaruang,nopachaichaiyanam,sirinhorwang,chanokpornsayoungkul,apisitopasaimlikit,subtitl,coma,bangkok,assassin"
113862,"guest,thriller,adamwingard,danstevens,sheilakelley,maikamonroe,joeldavidmoore,bar,waitress,neo80,adamwingard,badscript,brainwash,ethanembri,soldier,weakend,thriller,armdealer,brawl,horror,grief,halloweencostum,harass,iraqwarveteran,killspree,murder,teenag,alpha,goodscript,lancreddick,unexplain,suspens,exsoldier,styliz,bore,soundtrack,maikamonro,action,armi,atmospher,bulli,bulli,dansteven,diner,famili,goodact,greatsoundtrack,gun,bulli,highschool,halloween,smalltown,psychopathkiller,plottwist,music,parti,militariexperi,militari,mentalill,lowbudgetstyle,lowbudget,stranger"
114028,"pride,comedy,drama,matthewwarchus,billnighy,imeldastaunton,dominicwest,paddyconsidine,mine,histor,activ,protest,happiend,nofagan,upbeat,emotheroic,emot,heartwarm,inspir,polit,feelgood,review,matthewwarchu,pamslist,fun,basetruestori,minerstrike,lgbt,liber,miner,queer,strike,tradeunion,num,welsh,gay,histori,homosexu,workersmovement,1980,union"
114044,"honeymoon,horror,leighjaniak,roseleslie,harrytreadaway,benhuber,hannabrown,summer,lover,relationship,restaur,selfmutil,sex,summercabin,directorfemal,wood,sleepwalk,womandirector,bore,roselesli,love,netflixstream,wed,lake,memori,horror,intrud,cloister,goodlead,predict,boat,boat,bodihorror,payoff,cabin,drama,fish,forest,hivemind,hivemind,bondag,honeymoon"
114060,"drop,crime,drama,thriller,tomhardy,noomirapace,jamesgandolfini,matthiasschoenaerts,johnortiz,jamegandolfini,gangster,chechenmob,review,bar,winter,brooklyn,plottwist,xmartin,avorrida,criticada,lenta,bluray,mine,gangster,gangster,brooklyn,gambl,superbowl,rescuanim,robberi,mysteri,mobster,pitbul,crime,thriller,organcrime,tomhardi,subtleti,plottwist,bore,chechenmob,pitbull,violenc,noomirapac,abandonpuppi,bar,bartend,blackmail,brooklynnewyorkciti,cathol,church,crimeboss,excon,hitman,charactdevelop"
114066,"day,earth,documentary,drama,musical,nickcave,susiebick,warrenellis,darianleader,rockroll,janepollard,iainforsyth,biopic,musician,partfiction,docudrama,goodmusic,autobiographi,bitexagger,womandirector"
114074,"skeleton,twin,drama,craigjohnson,kristenwiig,billhader,lukewilson,tyburrell,estrang,fraterntwin,gaybrother,closet,lesbian,lgbt,newager,newyork,parentchildrelationship,reject,reunion,twinsynchron,teacherstudentrelationship,hope,deathfamili,depress,tyburrel,craigjohnson,2015,real,heavi,siblrelationship,deathfather,halloween,confess,adolesc,childish,clich,cynic,infidel,maudlin,misercharact,unorigin,unsympathetcharact,heartfelt,tender,cowardic,adulteri,billhader,kristenwiig,relationship,sibl,suicid,depress,scubadive,twin,bisexu,brothersistrelationship"
114126,"beauti,loser,documentary,underground,skateboard,graffiti"
114180,"maze,runner,action,mystery,sci-fi,wesball,dylano'brien,kayascodelario,willpoulter,thomasbrodie-sangster,btaegeprior,disappointend,entertain,youngadult,horror,kid,continu,basebook,movi,basenovelbook,bobola,baseyoungadultnovel,erasmemori,memoriloss,runner,trap,bore,goodact,jamedashner,stori,hungergame,stupidteenagsdystopia,dystopfutur,excit,imaxdmr,imaxdigit,amnesia,dystopia,plothole,maze,postapocalypt,surviv,basebook,action,adventur,escap,experi,betterbook,mysteri,weakplot,intrigu,unexplain,twistend,thriller,viru,robot,psycologexperi,newsocieti,teen"
114184,"camp,xray,drama,petersattler,kristenstewart,paymanmaadi,lanegarrison,taraholt,unlikfriendship,soundtrack,quiet,platonlove,prison,soldier,drama,subjectstrong,militaripolic,duti,femalsoldier,femalprotagonist,detaine,americanabroad,iranianactor,militari,guantanamo,friendship,guantanamobay"
114246,"walk,among,tombston,action,crime,mystery,thriller,scottfrank,liamneeson,danstevens,davidharbour,boydholbrook,basebook,wifemurder,prospect,detect,serialkiller,usa,cinematographi,privatinvestig,torrentidownpour,antihero,redempt,mediocr,toston,neonoir,liamneeson,visualappeal,newyorkciti,action,mafia,murder,noirthriller,brooklyn,crime,dismember,kidnap,liamneeson,bleak,violence,1990,alcohol,basenovelbook,drug,kingpin,predict"
114265,"laggi,comedy,romance,lynnshelton,keiraknightley,samrockwell,markwebber,romanc,romantrelationship,cute,a24,romant,seeimdbparentguiddisturbscene,romcom,samrockwel,dumb,relationship,cast,womandirector,comeage,femaldirector,seattl,teenag,keiraknightley,friendship,mumblecor,parentchildrelationship,femalprotagonist,youngwomen"
114335,"la,cravat,(no genres listed),denisebrossot,rolandepolya,alejandrojodorowsky,saulgilbert,surreal,independfilm,romanc,short"
114396,"cesar,chavez,drama,diegoluna,americaferrera,rosariodawson,johnmalkovich,poverti,polit,farm,histori"
114494,"kein,system,ist,sicher,thriller,baranboodar,tomschilling,elyasm'barek,antoinemonotjr.,stori,styliz,throwappl,bka,bnd,comput,hacker,act,direct,productplacement,metaphor,bluray,mine,manicopiidea,mediare,screenplay,unorigin,deepweb,elyambarek,tomschill,german,hack,mindfuck,narrat,socialengin,twistend,twistturn,hacker,internetcommun,realist,baranboodar,cheesi,darknet,unrelinarrat"
114554,"tale,princess,kaguya,kaguyahim,monogatari,animation,drama,fantasy,isaotakahata,jamescaan,marysteenburgen,jamesmarsden,isaotakahata,anim,nenhumviu,bore,slow,vagustori,traditanim,emot,express,epic,intellig,mkv,princess,strang,japaneswoman,anim,basefairitale,japanesfolklor,folktale,folklor,japan,slowplot,spaci,beauti,surreal,watercolourcharcoal,academiawardnomine,isaotakahata,bamboo,studioghibli"
114601,"leav,comedy,drama,shawnlevy,jasonbateman,tinafey,janefonda,adamdriver,comeage,jasonbateman,rosebryne,funniexpect,avorrida,cheat,bittersweet,love,tinafey,sibl,tipica,mourn,surpris,griev,cast,manchild,marijuana,script,soundtrack,jewish,deathfather,dysfunctfamili,famili,funer,basenovelbook"
114627,"angel,egg,tenshi,tamago,animation,drama,fantasy,mamoruoshii,jinpachinezu,kei'ichinoda,mamoruoshii,whimsic,weather,quiet,littldialogu,bigegg,bibl,betray,alon,relligion,mose,girl,fossil,egg,citi,gothic,symbol,eeri,bizzar,atmospher,anim,rain"
114662,"american,sniper,action,war,clinteastwood,bradleycooper,siennamiller,kylegallner,colekonis,naiv,clich,seal,basebook,adventur,war,seal,oscarnominebestpictur2014,plasticbabi,siennamiller,clinteastwood,nation,muddl,racial,mine,idiotgun,serialkiller,inspir,americansnorer,overhyp,ptsdfan,morocco,persiangulfwarii,prime,soldier,insult,naviseal,plot,biographi,iraq,bore,lazistori,bradleycooper,emotstruggl,gritti,militari,patriot,posttraumatstressdisord,sniper,usa,war,ptsd,academiawardnomine,basenonfictionbook,btaeg,propaganda,favorit,toplist14,badact,warhero,oscarnominebestpictur,iraq,intens,strength"
114670,"tusk,comedy,drama,horror,kevinsmith,justinlong,michaelparks,haleyjoelosment,genesisrodriguez,obsess,kevinsmith,nonseri,a24,watchcredit,tortur,gruesom,imagin,turnanim,disfigur,walru,abduct,decept,justinlong,crazi,crime,darkhumor,horror,surpris,wellwritten,bodihorror,greatpace"
114678,"hector,search,happi,adventure,comedy,drama,peterchelsom,simonpegg,rosamundpike,tracyannoberman,jeanreno,thoughtprovok,stellanskarsgard,tonicollettte,2015,aventur,peterchelsom,nostalgia,psychiatri,slowdevelop,differ,rosamundpike,selfgrowth,accept,british,midlifcrisi,christophplummer,ensemblcast,coloniview,simonpegg,feelgood,jeanreno,happi,pursuit,quirki,travel,travelperson,trip,happi,adventur,search"
114707,"horn,horror,mystery,alexandreaja,danielradcliffe,junotemple,maxminghella,joeanderson,nudititopless,supernatur,mysteri,reveng,religion,malenuditi,gore,basebook,predict,horn,deathgirlfriend,watch,danielradcliff,christian"
114713,"annabel,horror,johnr.leonetti,wardhorton,annabellewallis,alfrewoodard,tonyamendola,prequel,killertoy,spin,spirit,bore,horror,possess,killerdoll,toycomelife,ghost,evildoll,demonpossess,occult,doll,demon,creepidoll,horror,supernatur,conjur,cult"
114762,"two,night,stand,comedy,romance,maxnichols,milesteller,analeightipton,jessicaszohr,kidcudi,romanc,snow,snowstorm,mileteller,brooklyn,dialogu,teen,bore,romantcomedi,romcom,m18,isol,millenni,goodmusic,overflowtoilet,badscript,comedi,analeightipton,uniquromantcomedi,christma,newyearseve,newyorkciti,manhattan,newyorkciti,onlindate,relationship,sex,snowstorm,onenightstand"
114795,"dracula,untold,action,drama,fantasy,garyshore,lukeevans,dominiccooper,sarahgadon,artparkinson,supernatur,hero,heroism,monster,ottomanempir,princ,tepe,imaxdigit,vlad,bluray,mine,fantasi,imaxdmr,goodvsevil,vampir,braveri,dracula,battl,bite,action,battl,blood,classic,dram,filmireland,fantasi,sultan,turkey,vampir,war,unoriginal,15thcenturi,historinaccur"
114818,"stretch,action,comedy,crime,joecarnahan,patrickwilson,edhelms,jamesbadgedale,brooklyndecker,jessicaalba,patrickwilson,edhelm,nudititopless,twist,stori,chripine"
114847,"automata,sci-fi,thriller,antoniobanderas,dylanmcdermott,melaniegriffith,radioact,scifi,sciencfiction,scifi,sexbot,technolog,childhitman,robot,ecolog,rain,bleak,filmbulgaria,bechdeltestfail,misogyni,bmovi,badscript,stupiddeath,netflixstream,conscious,bdvideo,xanael,polic,heartwarm,parenthood,futur,environ,artificiintellig,atmospher,dystopia,evolut,futurist,postapocalypt,robot,scienc,watch,realist,sensit,intenssoundtrack,asimovian,drama,desert,ai,children,childbirth,corpor,singular,heterosexu,heterosexu,environmentdisast,technologsingular"
114925,"captiv,crime,drama,thriller,atomegoyan,ryanreynolds,scottspeedman,rosariodawson,mireilleenos,humantraffick,mine,bluray,bore,rosariodawson,lostchild,kevindurand,a24,kidnap,misschild,kidnap,iceskate,familirelationship,cctv,plothole,edit,ryanreynold,roadsidcafe"
114935,"predestin,action,mystery,sci-fi,thriller,ethanhawke,sarahsnook,noahtaylor,madeleinewest,temporagent,secretorgan,pregnanc,orphanag,mission,loner,x/,bomber,bartend,terror,dummi,intersex,writerrobertheinlein,intersexu,timemachin,bisexu,transgend,writerpeterspierig,strongfemallead,uniqustori,action,mysteri,farfetch,timeparadox,viagemtempo,awesomact,incept,greatact,goodact,confus,review,oneunderratemovi,writermichaelspierig,peterspierig,unpredict,usa,mindfuck,origin,paradox,sciencfiction,thriller,timetravel,twist,twistend,predict,basebook,ethanhawk,goodplot,quirki,robertheinlein,scifi,illog,transsexu,styliz,romanc,robertheinlein,michaelspierig,incest,timeloop,directorpeterspierig,convolut,bennott,adapt,btaeg,drama,sarahsnook,directormichaelspierig"
115065,"justin,knight,valour,adventure,animation,manuelsicilia,freddiehighmore,antoniobanderas,jamescosmo,charlesdance,wizard,boybecomman,redempt,fantasi,valor,comedi,quest,dragon,kingdom,honor,courag,braveri,armi,knight"
115111,"ward,13,action,animation,comedy,horror,petercornwell,brettarcher,renklyce,escap,hospit,short,surgeri,petercornwel"
115122,"shadow,comedy,horror,jemaineclement,taikawaititi,corigonzalez-macuer,jonnybrugh,fratern,newzealand,mocumentari,heartbreak,flatshar,nosferatu,ball,witch,realititv,realitishow,funni,blood,directorwatch,independfilm,werewolf,zombi,act,direct,fresh,wellington,sisternight,stylish,witti,greatsoundtrack,2015,uniqu,urbanfantasi,suburb,documentari,zombi,silli,bore,comedi,communlive,commun,darkcomedi,friendship,fun,horrorcomedi,humor,immort,mockumentari,shareapart,vampir,deadpan,jemainclement,werewolv,fantasi,tivo18,vampir,housem,newzealand,club,taikawaititi,improv,fakeaccent,masculin,death"
115149,"john,wick,action,thriller,keanureeves,michaelnyqvist,alfieallen,willemdafoe,retir,dogdie,murder,hitman,gangster,dog,goodchoreographi,stori,willemdafo,widows/widow,violent,usa,torrentidownpour,sniper,reveng,favorit,shoot,bdvideo,widow,comeback,imaxdmr,imaxdigit,dvdvideo,simplstori,newyork,unrealist,usa,overr,thriller,noir,neonoir,tipicapeliaccio,beatem,parodi,action,unorigin,mob,killer,lackstori,carchase,cheesi,action,organcrime,syndic,secretsocieti,reveng,gunfight,predict,nightclub,hitman,gunfu,darkhero,assassin,stylish,keanureev,michaelnyqvist,mafia,top,russianmafia,headshot,gun,funni,fordmustangmach1,dogkill,deanwinter,killspree,davidleitch,cool,chadstahelski,bridgetregan,badfightscene,alfiallen,adriannpalicki,crimefantasi,puppi"
115151,"plastic,action,crime,juliangilbey,edspeleers,willpoulter,alfieallen,sebastiandesouza,british,nudititopless,truestori,conartist"
115170,"judg,drama,daviddobkin,robertdowneyjr.,robertduvall,verafarmiga,billybobthornton,law,leightonmeester,onelin,sarahlancast,parentissu,avorrida,moltllarga,soporifera,topica,bluray,mine,famili,death,ethic,romanc,jeremistrong,courtroom,billibobthornton,advoc,vincentdonofrio,fathersonrelationship,interestpremis,melodrama,smalltown,wellexecuted,drama,academiawardnomine,verafarmiga,judg,courtroomdrama,lawyer,parentchildrelationship,robertduval,dialogu,trial,robertdowneyj"
115203,"cultur,high,documentary,brettharvey,inform,brettharvey,vimeoondemand,cannabi,marijuana,wardrug,legal,documentari,drug"
115210,"furi,action,drama,war,davidayer,bradpitt,shialabeouf,loganlerman,davidayer,usa,worldwarii,panzer,nazigermani,nazi,religion,europ,braveri,beatodd,love,rooki,goodfirsthalf,heroism,badact,terribl,badplot,imaxdmr,imaxdigit,armor,rape,muchgust,oneside,badeveryth,mine,nazidumb,cantproposrequival,criticada,muchwar,w,unrealist,bluray,tank,hero,periodpiec,clich,war,worldwarii,realist,act,action,americanheroism,battl,blood,combat,death,drama,effect,end,fightscene,bradpitt,histori,wwii,germani,tragedi,tank,tankdrive,tank,smoke,warhero,shialabeouf,sentiment,power,topend,intens,shock,immers"
115216,"salvat,drama,western,kristianlevring,madsmikkelsen,evagreen,jeffreydeanmorgan,ericcantona,oil,shootout,train,undertak,vengeanc,violenc,brutal,bluray,mine,filmsouthafrica,rape,mute,warveteran,murder,reveng,gangleader,money,gritti,atmospher,madmikkelsen,onemanarmi,evagreen,sexualassault,coffin,extort,gang,western"
